客户号,probability,label,decision_zone,gray_score,review_reason,fold_std,model_range,missing_ratio,shap_top3_features,shap_top3_values,cf_feature,cf_delta,cf_type,radar_信息完整度,radar_经营活跃度,radar_银企关系,radar_财务稳健性,radar_资质信用,radar_规模体量
51368,0.91714728,1,自动通过,0.0587,,0.0102,0.0187,0.5682,结算分|存款我行占比|小类_te,-0.5389|0.3838|0.2314,存款分,-0.0705,策略调整,72.8,94.3,50.0,50.6,59.1,88.9
51369,0.79545414,1,风险提示,0.4329,高风险抽检,0.0328,0.0489,0.0909,基础健康分|存款分|结算分,-0.6057|-0.2815|0.2228,基础健康分,0.0914,策略调整,54.6,60.5,50.0,63.1,93.6,78.1
51370,0.90422621,1,自动通过,0.1441,,0.0262,0.0307,0.0909,基础健康分|结算分|存款我行占比,-0.4653|0.2241|0.184,基础健康分,0.0446,策略调整,64.0,65.6,50.0,49.7,57.2,53.7
51371,0.31913703,0,自动拒绝,0.1724,,0.0294,0.0562,0.5909,结算分|存款我行占比|基础健康分,-0.8156|-0.3763|-0.354,,0.0,,56.4,32.1,50.0,55.4,25.5,43.5
51372,0.42830276,0,自动拒绝,0.2663,,0.0313,0.1149,0.6364,结算分|存款我行占比|基础健康分,-0.7985|-0.4473|-0.3632,,0.0,,56.8,22.0,50.0,54.1,39.0,50.8
51373,0.84677669,1,自动通过,0.2165,,0.0151,0.016,0.5682,结算分|存款我行占比|最新一期年报营收增长率,-0.605|0.2697|-0.1818,结算分,0.0802,策略调整,73.9,81.2,50.0,51.8,67.7,96.1
51374,0.67317241,0,人工复核,0.487,概率不确定,0.0502,0.0463,0.5,结算分|存款我行占比|基础健康分,-0.8274|-0.3656|-0.2566,结算分,0.1896,策略调整,75.5,67.1,50.0,54.0,68.3,71.0
51375,0.68791851,0,人工复核,0.4649,概率不确定|资料不足,0.0366,0.0369,0.5455,结算分|基础健康分|最新一期年报营收增长率,-0.7931|-0.2868|-0.1935,结算分,0.1969,策略调整,70.4,61.1,50.0,47.8,45.1,81.3
51376,0.78588224,1,人工复核,0.4513,概率不确定,0.0377,0.0372,0.2045,missing_pattern_freq|最新一期年报营收增长率|结算分,-0.4233|-0.4122|0.2583,存款分,-0.1667,策略调整,23.7,60.3,50.0,0.0,83.7,63.4
51377,0.95437995,1,自动通过,0.0411,,0.0095,0.0084,0.0227,基础健康分|结算分|存款分,-0.377|0.2995|0.2498,存款分,-0.073,策略调整,83.5,62.3,50.0,95.9,66.2,89.5
51378,0.38353962,0,自动拒绝,0.1577,,0.0236,0.058,0.5455,结算分|存款我行占比|基础健康分,-0.8385|-0.4919|-0.3134,,0.0,,52.3,31.2,50.0,52.8,30.3,48.5
51379,0.97207945,1,自动通过,0.0414,,0.0079,0.0118,0.0455,结算分|基础健康分|小类_te,0.3322|0.1909|0.1811,存款分,-0.0214,策略调整,86.9,84.1,50.0,55.5,75.5,73.6
51380,0.69432374,0,自动拒绝,0.4456,,0.0337,0.0204,0.5455,结算分|基础健康分|存款我行占比,-0.8238|-0.3253|-0.2813,结算分,0.1734,策略调整,72.9,85.7,50.0,45.6,65.2,45.4
51381,0.38640123,0,自动拒绝,0.261,,0.0482,0.0776,0.6364,结算分|存款我行占比|基础健康分,-0.7229|-0.3955|-0.3268,,0.0,,52.3,32.2,50.0,53.6,31.6,36.5
51382,0.9583887,1,自动通过,0.0595,,0.0091,0.0215,0.0227,基础健康分|结算分|存款分,0.7046|0.3091|-0.2076,近12个月收票金额,0.0206,核验,86.8,52.9,50.0,100.0,61.0,64.6
51383,0.94412417,1,自动通过,0.0518,,0.0093,0.0159,0.1364,结算分|存款分|存款我行占比,0.4446|0.182|0.1552,销售归行率,0.0269,策略调整,77.7,60.7,50.0,86.5,92.2,46.3
51384,0.74886475,1,人工复核,0.5108,概率不确定|资料不足,0.029,0.0394,0.5909,结算分|存款我行占比|基础健康分,-0.6705|-0.2669|-0.2225,结算分,0.1022,策略调整,62.8,84.0,50.0,51.6,48.6,100.0
51385,0.78965105,1,风险提示,0.4227,高风险抽检,0.0355,0.028,0.7727,结算分|存款我行占比|基础健康分,-0.3617|0.2256|-0.1876,职工人数,-0.0758,核验,56.6,49.4,50.0,58.9,54.8,100.0
51386,0.95257402,1,自动通过,0.0301,,0.0055,0.0092,0.1364,基础健康分|结算分|收款对手客户数,0.4978|0.3202|-0.1944,存款分,-0.0329,策略调整,47.4,45.1,50.0,86.0,61.1,68.3
51387,0.9492086,1,自动通过,0.07,,0.0128,0.0211,0.0227,存款分|是否总行战略客户|基础健康分,-0.3579|0.3466|0.3444,存款我行占比,0.0329,策略调整,79.2,77.8,50.0,59.5,100.0,90.2
51388,0.98454022,1,自动通过,0.0133,,0.0028,0.0033,0.0455,基础健康分|结算分|是否总行战略客户,0.5975|0.29|0.2101,,0.0,,87.1,42.9,50.0,100.0,100.0,100.0
51389,0.39883079,0,自动拒绝,0.2037,,0.0262,0.0833,0.6818,结算分|存款我行占比|基础健康分,-0.814|-0.3402|-0.338,,0.0,,65.5,42.3,50.0,53.8,38.9,32.3
51390,0.92757824,1,自动通过,0.0774,,0.0125,0.0265,0.1136,基础健康分|结算分|存款我行占比,0.3466|0.3379|0.177,存款分,-0.0577,策略调整,63.9,40.2,50.0,63.1,43.9,59.7
51391,0.93818294,1,自动通过,0.0938,,0.0175,0.0276,0.0909,基础健康分|结算分|missing_pattern_freq,0.5932|0.3684|-0.2056,基础健康分,-0.0983,策略调整,53.5,48.5,50.0,68.4,63.7,75.9
51392,0.61711328,0,自动拒绝,0.434,,0.0683,0.0578,0.4318,结算分|基础健康分|存款我行占比,-0.5663|0.4757|-0.2452,最新一期年报经营活动产生的现金流量净额,-0.0527,策略调整,45.1,35.0,50.0,40.1,47.5,43.6
51393,0.71526065,0,人工复核,0.556,概率不确定|资料不足,0.032,0.0663,0.75,结算分|存款我行占比|基础健康分,-0.4297|0.2211|-0.2175,基础健康分,0.1489,策略调整,62.0,48.0,50.0,58.2,55.0,69.8
51394,0.76846269,1,人工复核,0.4803,概率不确定,0.0341,0.0378,0.1136,结算分|基础健康分|存款分,-0.6322|-0.4123|-0.3441,结算分,0.1514,策略调整,72.7,51.3,50.0,79.0,80.5,51.5
51395,0.6662756,0,人工复核,0.5672,概率不确定|模型分歧,0.055,0.1004,0.2273,存款我行占比|最新一期年报营收增长率|missing_pattern_freq,-0.3692|-0.3474|-0.3105,存款我行占比,0.0856,策略调整,36.1,70.2,50.0,0.0,61.0,45.9
51396,0.95952313,1,自动通过,0.0406,,0.0088,0.0096,0.0227,基础健康分|结算分|存款分,0.5454|0.3318|-0.256,近12个月收票金额,0.0112,核验,89.7,48.5,50.0,62.9,71.3,87.1
51397,0.47781675,0,自动拒绝,0.2468,,0.0503,0.0639,0.5,结算分|存款我行占比|存款分,-0.9498|-0.3305|-0.3028,,0.0,,73.3,50.0,50.0,53.5,49.3,57.1
51398,0.87175179,1,自动通过,0.23,,0.0265,0.0392,0.0682,是否总行战略客户|存款我行占比|基础健康分,0.3101|-0.3071|0.2473,职工人数,-0.0972,核验,54.8,54.0,50.0,59.3,100.0,54.9
51399,0.95939013,1,自动通过,0.0331,,0.0067,0.0086,0.0682,结算分|职工人数|最新一期年报财务费用除以刚性负债,0.3263|0.2413|-0.1845,职工人数,-0.0408,核验,87.1,82.9,50.0,57.6,86.8,100.0
51400,0.38233071,0,自动拒绝,0.1901,,0.0279,0.0709,0.6818,结算分|基础健康分|存款我行占比,-0.8261|-0.3588|-0.3236,,0.0,,65.2,45.5,50.0,53.1,35.8,73.1
51401,0.97294025,1,自动通过,0.0343,,0.0051,0.0127,0.0909,结算分|存款我行占比|存款分,0.2858|0.212|0.1093,存款分,-0.0297,策略调整,81.8,87.8,50.0,78.3,63.5,78.3
51402,0.77561991,1,风险提示,0.4024,高风险抽检,0.025,0.0148,0.7273,结算分|基础健康分|存款分,-0.4771|-0.2538|-0.2417,存款我行占比,-0.0787,策略调整,68.8,50.2,50.0,57.9,58.8,70.7
51403,0.94606984,1,自动通过,0.0417,,0.0118,0.0041,0.0682,结算分|存款我行占比|最新一期年报财务费用除以刚性负债,0.3443|0.2004|-0.1878,销售归行率,0.0117,策略调整,86.2,78.1,50.0,71.9,62.1,53.1
51404,0.56331177,0,自动拒绝,0.2113,,0.044,0.0376,0.4318,结算分|基础健康分|存款我行占比,-0.6084|-0.2781|-0.2407,存款我行占比,-0.103,策略调整,51.5,32.6,50.0,77.2,31.3,54.1
51405,0.88702386,1,自动通过,0.113,,0.0154,0.0061,0.0909,基础健康分|结算分|小类_te,-0.7069|0.3247|-0.148,基础健康分,0.0725,策略调整,82.8,73.4,50.0,100.0,85.6,51.3
51406,0.79321208,1,风险提示,0.4446,高风险抽检,0.0439,0.0311,0.5455,结算分|是否总行战略客户|小类_te,-0.5408|0.2947|-0.2252,结算分,0.1096,策略调整,71.9,44.7,50.0,56.7,100.0,72.9
51407,0.75088848,1,人工复核,0.4894,概率不确定|资料不足,0.0405,0.0051,0.7727,结算分|小类_te|基础健康分,-0.3691|-0.3136|-0.1953,存款我行占比,-0.1061,策略调整,54.7,47.1,50.0,58.3,52.2,100.0
51408,0.65768352,0,人工复核,0.4728,概率不确定|模型分歧|资料不足,0.0278,0.1045,0.5455,结算分|基础健康分|存款分,-0.772|-0.2984|-0.2313,结算分,0.1931,策略调整,68.7,67.6,50.0,51.1,70.3,66.8
51409,0.75220037,1,人工复核,0.5795,概率不确定,0.0626,0.0229,0.2273,最新一期年报营收增长率|missing_pattern_freq|最新一期年报资产合计,-0.4269|-0.4066|0.2984,最新一期年报资产合计,-0.1517,核验,27.7,73.0,50.0,36.8,58.5,22.9
51410,0.79184821,1,风险提示,0.4251,高风险抽检,0.0433,0.0173,0.3636,最新一期年报营收增长率|missing_pattern_freq|结算分,-0.4219|-0.3653|0.1998,销售归行率,0.0432,策略调整,29.4,68.9,50.0,27.2,58.7,37.9
51411,0.47058331,0,自动拒绝,0.1905,,0.0391,0.0489,0.6818,结算分|存款我行占比|基础健康分,-0.8363|-0.43|-0.387,,0.0,,67.2,48.6,50.0,52.5,45.0,61.7
51412,0.83970743,1,风险提示,0.3508,高风险抽检,0.0346,0.0561,0.4773,是否总行战略客户|最新一期年报营收增长率|结算分,0.3203|-0.2955|-0.2403,存款我行占比,-0.0445,策略调整,48.5,46.9,50.0,59.5,100.0,40.4
51413,0.35077921,0,自动拒绝,0.1509,,0.0299,0.0408,0.6591,结算分|基础健康分|存款我行占比,-0.8596|-0.35|-0.3281,,0.0,,66.1,43.5,50.0,53.3,39.9,36.4
51414,0.92664108,1,自动通过,0.0489,,0.0118,0.009,0.1364,结算分|最新一期年报净利率|missing_pattern_freq,0.3153|-0.2076|-0.1494,存款分,-0.0507,策略调整,54.2,62.0,50.0,61.5,91.2,70.0
51415,0.50177418,0,自动拒绝,0.1685,,0.0353,0.0418,0.7045,结算分|基础健康分|小类_te,-0.6167|-0.3095|-0.2713,基础健康分,0.211,策略调整,54.0,44.0,50.0,54.0,31.3,57.1
51416,0.5397494,0,自动拒绝,0.1289,,0.0399,0.0062,0.5227,结算分|基础健康分|存款我行占比,-0.9331|-0.3322|-0.3111,结算分,0.2931,策略调整,74.6,43.4,50.0,51.5,47.8,54.1
51417,0.74858809,1,人工复核,0.4781,概率不确定|资料不足,0.0195,0.0363,0.75,结算分|基础健康分|存款我行占比,-0.4333|-0.2257|0.2083,基础健康分,0.0766,策略调整,63.3,47.6,50.0,57.5,55.4,68.8
51418,0.40958499,0,自动拒绝,0.2056,,0.03,0.077,0.6818,结算分|存款我行占比|基础健康分,-0.7104|-0.4298|-0.299,,0.0,,51.1,25.4,50.0,55.9,37.6,70.9
51419,0.91802,1,自动通过,0.1228,,0.0209,0.04,0.1591,最新一期年报营收增长率|missing_pattern_freq|小类_te,-0.4191|-0.3721|0.2246,基础健康分,0.0321,策略调整,23.3,92.9,50.0,25.4,65.3,52.3
51420,0.98197154,1,自动通过,0.0192,,0.0024,0.008,0.0,基础健康分|结算分|存款我行占比,0.6079|0.352|0.2256,存款分,-0.0087,策略调整,88.1,73.3,50.0,91.6,56.8,73.8
51421,0.89910107,1,自动通过,0.1057,,0.0151,0.0197,0.2273,missing_pattern_freq|结算分|最新一期年报ROE增长率,-0.2887|0.2737|-0.143,存款我行占比,-0.0259,策略调整,41.8,78.9,50.0,56.1,31.7,56.9
51422,0.9058896,1,自动通过,0.2405,,0.0287,0.0923,0.0455,收款对手客户数|基础健康分|结算分,-0.7048|0.4097|0.356,存款我行占比,0.0354,策略调整,84.4,0.0,50.0,90.6,68.0,65.5
51423,0.5127184,0,自动拒绝,0.2366,,0.0467,0.0644,0.5227,结算分|存款我行占比|基础健康分,-0.9232|-0.4358|-0.3385,结算分,0.3099,策略调整,73.5,61.8,50.0,51.1,47.9,47.5
51424,0.75608047,1,人工复核,0.5019,概率不确定|资料不足,0.0263,0.0495,0.5227,结算分|存款我行占比|基础健康分,-0.7358|0.3139|-0.2878,结算分,0.1289,策略调整,70.5,53.4,50.0,49.1,36.0,39.2
51425,0.91535141,1,自动通过,0.0814,,0.0219,0.0105,0.0909,基础健康分|结算分|存款我行占比,-0.4938|0.2906|0.2096,基础健康分,0.0406,策略调整,83.5,75.1,50.0,87.2,54.1,59.1
51426,0.67760701,0,人工复核,0.4977,概率不确定|资料不足,0.0386,0.07,0.5909,结算分|基础健康分|最新一期年报营收增长率,-0.5654|-0.213|-0.209,基础健康分,0.1168,策略调整,54.7,53.8,50.0,47.7,65.5,44.0
51427,0.91987069,1,自动通过,0.0551,,0.0139,0.009,0.0682,结算分|最新一期年报ROE增长率|存款分,0.2701|-0.1187|-0.1109,基础健康分,0.0249,策略调整,83.6,61.6,50.0,62.2,77.8,60.0
51428,0.9395358,1,自动通过,0.0721,,0.0097,0.0287,0.0455,基础健康分|结算分|最新一期年报财务费用除以刚性负债,-0.4487|0.3698|-0.1993,基础健康分,0.0284,策略调整,85.6,78.0,50.0,64.6,62.4,63.9
51429,0.91664123,1,自动通过,0.0726,,0.0144,0.0196,0.5455,结算分|存款我行占比|基础健康分,-0.5722|0.2305|-0.2087,结算分,0.0371,策略调整,75.9,74.1,50.0,54.5,100.0,100.0
51430,0.58708495,0,自动拒绝,0.1979,,0.035,0.0115,0.5227,结算分|存款分|基础健康分,-0.877|-0.3633|-0.2551,结算分,0.287,策略调整,70.8,61.1,50.0,52.6,83.5,44.9
51431,0.92872869,1,自动通过,0.0592,,0.0154,0.0086,0.0682,基础健康分|结算分|存款我行占比,-0.6373|0.301|0.1748,基础健康分,0.0426,策略调整,76.7,94.8,50.0,93.7,65.2,67.9
51432,0.88586066,1,自动通过,0.1759,,0.0206,0.0359,0.1364,基础健康分|missing_pattern_freq|结算分,-0.7321|-0.2536|0.2047,存款分,-0.0837,策略调整,44.7,81.9,50.0,63.7,88.7,86.8
51433,0.60288934,0,人工复核,0.4955,概率不确定|模型分歧,0.059,0.1384,0.0682,基础健康分|存款分|结算分,-0.6564|-0.4075|-0.3851,结算分,0.1312,策略调整,57.9,78.3,50.0,24.0,95.3,82.5
51434,0.93043792,1,自动通过,0.0668,,0.0123,0.02,0.0682,基础健康分|存款分|存款我行占比,0.4629|-0.3252|-0.2288,结算分,0.0241,策略调整,87.9,81.4,50.0,73.1,84.9,67.8
51435,0.84052103,1,风险提示,0.3479,高风险抽检,0.037,0.0505,0.0909,基础健康分|结算分|存款我行占比,0.5893|-0.5442|-0.3198,基础健康分,-0.1797,策略调整,55.2,37.5,50.0,69.4,70.6,100.0
51436,0.82946392,1,风险提示,0.3819,高风险抽检,0.05,0.0308,0.25,missing_pattern_freq|结算分|存款我行占比,-0.31|0.2339|-0.1999,近12个月收票金额,-0.1759,核验,33.8,50.6,50.0,68.0,60.1,35.6
51437,0.51493018,0,自动拒绝,0.1907,,0.0329,0.0614,0.6591,结算分|存款我行占比|基础健康分,-0.8552|-0.3763|-0.3657,结算分,0.299,策略调整,68.1,50.1,50.0,53.1,41.4,49.9
51438,0.5395239,0,自动拒绝,0.2314,,0.0488,0.0567,0.7273,结算分|存款我行占比|基础健康分,-0.618|-0.3611|-0.3376,基础健康分,0.2957,策略调整,53.7,49.4,50.0,55.2,43.2,53.3
51439,0.79668457,1,风险提示,0.3888,高风险抽检,0.0329,0.0211,0.5,结算分|存款我行占比|基础健康分,-0.6903|0.3645|-0.2969,存款分,-0.1678,策略调整,68.4,58.0,50.0,45.9,52.4,90.8
51440,0.93900852,1,自动通过,0.0379,,0.0102,0.0048,0.0909,结算分|missing_pattern_freq|基础健康分,0.3621|-0.293|0.1612,存款分,-0.0268,策略调整,46.2,58.6,50.0,100.0,86.2,34.6
51441,0.92771673,1,自动通过,0.0785,,0.0132,0.0259,0.0455,结算分|销售归行率|是否总行战略客户,0.3611|-0.1552|0.1414,基础健康分,0.0261,策略调整,84.2,53.5,50.0,81.8,95.5,46.3
51442,0.8554907,1,自动通过,0.245,,0.0268,0.0246,0.6591,结算分|存款我行占比|missing_pattern_freq,-0.3838|0.2649|-0.1934,职工人数,-0.0686,核验,49.1,58.3,50.0,53.0,69.3,100.0
51443,0.47603799,0,自动拒绝,0.13,,0.0307,0.0254,0.6591,结算分|存款我行占比|基础健康分,-0.8317|-0.4406|-0.3707,,0.0,,69.0,46.3,50.0,52.2,42.6,52.6
51444,0.28136838,0,自动拒绝,0.1426,,0.0249,0.0452,0.5682,结算分|收款对手客户数|存款我行占比,-0.8299|-0.4133|-0.3871,,0.0,,54.4,8.0,50.0,52.1,21.8,44.9
51445,0.50406761,0,自动拒绝,0.2631,,0.0463,0.0827,0.6818,结算分|存款我行占比|基础健康分,-0.8046|-0.415|-0.3642,结算分,0.2903,策略调整,66.0,45.7,50.0,52.3,44.0,38.1
51446,0.78083815,1,人工复核,0.4957,概率不确定,0.0391,0.0564,0.0227,结算分|基础健康分|存款我行占比,-0.9112|0.737|-0.4521,结算分,0.1404,策略调整,84.9,48.0,50.0,90.8,37.3,61.4
51447,0.73157909,0,人工复核,0.6717,概率不确定|模型分歧,0.0297,0.1239,0.0909,最新一期年报营收增长率|missing_pattern_freq|最新一期年报净利润增长率,-0.5055|-0.3763|-0.2059,结算分,0.0815,策略调整,31.2,68.6,50.0,0.0,45.4,57.7
51448,0.84195936,1,自动通过,0.2441,,0.0239,0.0096,0.5682,结算分|纳税总额排名_按市_值|基础健康分,-0.6303|0.2146|-0.2047,结算分,0.092,策略调整,73.9,55.3,50.0,50.0,100.0,58.8
51449,0.96623356,1,自动通过,0.0345,,0.0074,0.0082,0.1136,基础健康分|结算分|纳税总额排名_按市_值,0.3905|0.337|0.2038,存款分,-0.0267,策略调整,58.9,54.9,50.0,88.2,100.0,72.3
51450,0.81195395,1,风险提示,0.3285,高风险抽检,0.0224,0.0245,0.6364,结算分|基础健康分|最新一期年报营收增长率,-0.5603|-0.2292|-0.1908,存款我行占比,-0.1123,策略调整,63.7,65.1,50.0,52.8,64.8,99.1
51451,0.944656,1,自动通过,0.0225,,0.005,0.005,0.0682,基础健康分|结算分|是否总行战略客户,-0.6524|0.3187|0.2839,基础健康分,0.0349,策略调整,79.9,92.8,50.0,59.4,100.0,65.7
51452,0.91126765,1,自动通过,0.0692,,0.0149,0.0137,0.0682,基础健康分|结算分|纳税总额排名_按市_值,-0.6142|0.3123|0.2156,基础健康分,0.0428,策略调整,62.5,76.5,50.0,77.5,94.4,45.2
51453,0.75373891,1,人工复核,0.5918,概率不确定|资料不足,0.0517,0.0552,0.5909,结算分|最新一期年报营收增长率|基础健康分,-0.564|-0.2052|-0.1957,职工人数,-0.2406,核验,59.2,54.0,50.0,47.0,59.1,99.4
51454,0.53541167,0,自动拒绝,0.2587,,0.0415,0.0895,0.1818,基础健康分|missing_pattern_freq|存款我行占比,0.5025|-0.4441|-0.4096,存款我行占比,0.1078,策略调整,12.0,1.9,50.0,28.8,23.5,63.4
51455,0.79808755,1,风险提示,0.3923,高风险抽检,0.0334,0.0245,0.5682,结算分|存款我行占比|基础健康分,-0.7538|-0.3387|-0.2433,结算分,0.1171,策略调整,74.2,83.1,50.0,55.0,100.0,100.0
51456,0.78965105,1,风险提示,0.4227,高风险抽检,0.0355,0.028,0.7727,结算分|存款我行占比|基础健康分,-0.3617|0.2256|-0.1876,职工人数,-0.0758,核验,56.6,49.4,50.0,58.9,54.8,100.0
51457,0.94867424,1,自动通过,0.0562,,0.0135,0.0105,0.1364,基础健康分|结算分|是否总行战略客户,0.3825|0.3536|0.2426,标签_近12个月开票金额,-0.0447,核验,69.9,47.9,50.0,64.2,100.0,62.2
51458,0.93868506,1,自动通过,0.0392,,0.0078,0.0106,0.0682,基础健康分|存款分|纳税总额排名_按市_值,0.4408|-0.1561|-0.1059,结算分,0.02,策略调整,82.8,61.5,50.0,90.7,42.2,70.3
51459,0.67561205,0,人工复核,0.6314,概率不确定|模型分歧|资料不足,0.0509,0.1375,0.5909,结算分|存款我行占比|基础健康分,-0.7115|-0.3277|-0.3235,近12个月收票金额,-0.1508,核验,57.8,68.6,50.0,48.5,36.3,65.1
51460,0.93059398,1,自动通过,0.1068,,0.0121,0.047,0.1136,结算分|missing_pattern_freq|基础健康分,0.2712|-0.2625|0.233,存款分,-0.0753,策略调整,49.0,67.2,50.0,45.2,98.8,44.8
51461,0.79857314,1,人工复核,0.5771,概率不确定,0.0658,0.0835,0.25,missing_pattern_freq|最新一期年报营收增长率|基础健康分,-0.4229|-0.3812|0.2719,存款分,-0.2856,策略调整,24.4,71.8,50.0,13.0,50.8,22.0
51462,0.85594629,1,自动通过,0.2741,,0.0332,0.0319,0.0909,结算分|基础健康分|存款分,-0.4725|-0.4687|-0.2283,职工人数,-0.0583,核验,80.6,68.7,50.0,93.1,91.3,85.6
51463,0.95976761,1,自动通过,0.0538,,0.0083,0.0192,0.1136,结算分|基础健康分|存款我行占比,0.3179|0.3052|0.196,存款分,-0.0163,策略调整,65.3,92.0,50.0,67.0,37.9,69.6
51464,0.29900149,0,自动拒绝,0.1417,,0.0159,0.0627,0.6591,结算分|存款我行占比|基础健康分,-0.8299|-0.4331|-0.3578,,0.0,,54.6,28.0,50.0,53.5,37.0,50.4
51465,0.53029203,0,自动拒绝,0.3085,,0.0612,0.0833,0.5,结算分|存款我行占比|存款分,-0.9255|-0.3519|-0.3203,结算分,0.3267,策略调整,69.4,55.9,50.0,51.3,66.5,48.8
51466,0.36499498,0,自动拒绝,0.2043,,0.0277,0.0808,0.6591,结算分|基础健康分|存款我行占比,-0.7992|-0.395|-0.356,,0.0,,53.7,44.8,50.0,49.5,20.9,58.5
51467,0.58573517,0,自动拒绝,0.2973,,0.0469,0.0558,0.7273,结算分|基础健康分|存款我行占比,-0.6194|-0.3467|-0.3427,基础健康分,0.2616,策略调整,53.4,49.3,50.0,53.5,43.3,64.0
51468,0.50995917,0,自动拒绝,0.2487,,0.0316,0.1027,0.6818,结算分|存款我行占比|基础健康分,-0.8035|-0.4304|-0.3113,结算分,0.2781,策略调整,66.7,41.0,50.0,56.4,39.1,82.4
51469,0.96894,1,自动通过,0.0393,,0.0072,0.0118,0.0455,基础健康分|结算分|职工人数,0.4568|0.316|-0.1704,存款分,-0.0803,策略调整,86.1,55.0,50.0,78.0,83.2,48.0
51470,0.75483958,1,人工复核,0.4702,概率不确定,0.0261,0.0269,0.5,结算分|基础健康分|存款我行占比,-0.7645|-0.2836|0.2527,结算分,0.1497,策略调整,73.4,76.0,50.0,47.5,53.7,50.2
51471,0.71557561,0,人工复核,0.6129,概率不确定|资料不足,0.0377,0.0924,0.5455,是否总行战略客户|结算分|存款我行占比,0.8246|-0.7515|-0.313,结算分,0.1758,策略调整,77.0,84.8,50.0,51.0,100.0,47.7
51472,0.94364657,1,自动通过,0.0457,,0.0074,0.0158,0.0909,结算分|missing_pattern_freq|标签_近12个月开票金额,0.3071|-0.2114|0.1728,标签_近12个月开票金额,-0.0379,核验,55.6,88.4,50.0,77.1,57.3,60.4
51473,0.48945356,0,自动拒绝,0.2139,,0.0553,0.032,0.1364,基础健康分|结算分|存款分,-0.6008|-0.4415|-0.4007,基础健康分,0.1869,策略调整,53.5,58.1,50.0,7.1,68.6,54.4
51474,0.47787513,0,自动拒绝,0.3214,,0.0265,0.1614,0.7045,结算分|存款我行占比|基础健康分,-0.7172|-0.4343|-0.3306,,0.0,,53.4,39.8,50.0,53.4,35.7,60.4
51475,0.94721637,1,自动通过,0.0574,,0.01,0.0182,0.5682,结算分|存款我行占比|小类_te,-0.4948|0.3537|0.236,存款分,-0.0489,策略调整,74.6,100.0,50.0,52.9,62.5,100.0
51476,0.94393578,1,自动通过,0.0493,,0.0116,0.0097,0.5682,结算分|存款我行占比|小类_te,-0.4958|0.3503|0.2374,存款分,-0.0483,策略调整,74.8,100.0,50.0,52.7,62.7,100.0
51477,0.95049923,1,自动通过,0.0437,,0.0074,0.0144,0.5682,结算分|存款我行占比|小类_te,-0.5006|0.3731|0.2578,存款分,-0.0258,策略调整,75.2,98.8,50.0,52.1,69.6,100.0
51478,0.76308853,1,风险提示,0.4453,高风险抽检,0.0293,0.0161,0.5682,结算分|是否总行战略客户|小类_te,-0.6841|0.5397|-0.2637,结算分,0.1095,策略调整,75.4,72.5,50.0,51.9,100.0,23.9
51479,0.96985918,1,自动通过,0.0328,,0.0046,0.0126,0.1364,missing_pattern_freq|结算分|基础健康分,-0.2959|0.2764|0.2698,标签_近12个月开票金额,-0.0185,核验,36.4,79.0,50.0,83.1,89.4,49.2
51480,0.92884348,1,自动通过,0.0647,,0.0093,0.0245,0.0909,基础健康分|结算分|存款我行占比,-0.4448|0.3585|0.2365,存款分,-0.0927,策略调整,54.3,58.5,50.0,90.0,100.0,71.0
51481,0.39962863,0,自动拒绝,0.0872,,0.026,0.0061,0.6591,结算分|存款我行占比|基础健康分,-0.889|-0.4105|-0.3681,,0.0,,68.3,45.8,50.0,52.9,45.0,51.0
51482,0.77774554,1,风险提示,0.4075,高风险抽检,0.0234,0.0245,0.5227,结算分|基础健康分|最新一期年报营收增长率,-0.6446|-0.2279|-0.178,结算分,0.1363,策略调整,70.0,61.6,50.0,50.4,77.7,38.1
51483,0.30365898,0,自动拒绝,0.1009,,0.0212,0.0249,0.6136,结算分|存款我行占比|基础健康分,-0.959|-0.4142|-0.36,,0.0,,69.4,29.9,50.0,54.3,27.7,52.9
51484,0.94714456,1,自动通过,0.0939,,0.0175,0.0276,0.0227,小类_te|结算分|纳税总额排名_按市_值,-0.3341|0.3093|0.165,存款分,-0.1134,策略调整,87.4,52.7,50.0,83.4,94.2,77.6
51485,0.58350028,0,自动拒绝,0.2276,,0.0364,0.0338,0.5227,结算分|基础健康分|存款我行占比,-0.8296|-0.2731|-0.2351,结算分,0.2155,策略调整,75.5,38.1,50.0,50.7,86.8,44.7
51486,0.95308262,1,自动通过,0.0326,,0.0086,0.0045,0.1364,基础健康分|结算分|小类_te,-0.3594|0.329|0.274,基础健康分,0.0254,策略调整,62.8,86.8,50.0,78.8,67.9,59.0
51487,0.90292606,1,自动通过,0.1377,,0.0271,0.0227,0.0455,结算分|存款分|基础健康分,0.3858|-0.2737|0.1713,最新一期年报资产负债率,-0.0469,策略调整,85.0,75.7,50.0,60.6,39.4,37.9
51488,0.78392759,1,风险提示,0.4352,高风险抽检,0.0442,0.0105,0.5227,结算分|存款分|基础健康分,-0.7449|-0.237|-0.2343,结算分,0.1459,策略调整,73.4,58.9,50.0,50.0,74.0,100.0
51489,0.97555977,1,自动通过,0.0235,,0.0062,0.0033,0.0682,基础健康分|结算分|missing_pattern_freq,0.5022|0.2991|-0.1789,存款分,-0.0178,策略调整,61.8,64.5,50.0,94.5,71.9,79.3
